Siren;Responsable;Adresse;Code_Postal;Ville;NAF;TypeCIL;Portee;Locations;Adress generated;Latitude;Longitude;name;description
443778154;ASSOCIATION GENERALE DES MEDECINS DE FRANCE ACTION SOCIALE;34 BOULEVARD DE COURCELLES ;75017;PARIS;6512Z Assurance;SALARIE;Etendue;34 BOULEVARD DE COURCELLES  75017 PARIS;34 BOULEVARD DE COURCELLES  75017 PARIS;48.880854;2.311113;ASSOCIATION GENERALE DES MEDECINS DE FRANCE ACTION SOCIALE;SIREN : 443778154 | NAF : 6512Z Assurance |Portée : Etendue
775666340;ASSOCIATION GENERALE DES MEDECINS DE FRANCE PREVOYANCE;34 BOULEVARD DE COURCELLES ;75017;PARIS;6512Z Assurance;SALARIE;Etendue;34 BOULEVARD DE COURCELLES  75017 PARIS;34 BOULEVARD DE COURCELLES  75017 PARIS;48.880854;2.311113;ASSOCIATION GENERALE DES MEDECINS DE FRANCE PREVOYANCE;SIREN : 775666340 | NAF : 6512Z Assurance |Portée : Etendue
443052469;FEDERATION GROUPE PASTEUR MUTUALITE;34 BOULEVARD DE COURCELLES ;75017;PARIS;6512Z Assurance;SALARIE;Etendue;34 BOULEVARD DE COURCELLES  75017 PARIS;34 BOULEVARD DE COURCELLES  75017 PARIS;48.880854;2.311113;FEDERATION GROUPE PASTEUR MUTUALITE;SIREN : 443052469 | NAF : 6512Z Assurance |Portée : Etendue
412887606;GPM ASSURANCES SA;34 BOULEVARD DE COURCELLES ;75017;PARIS;6512Z Assurance;SALARIE;Etendue;34 BOULEVARD DE COURCELLES  75017 PARIS;34 BOULEVARD DE COURCELLES  75017 PARIS;48.880854;2.311113;GPM ASSURANCES SA;SIREN : 412887606 | NAF : 6512Z Assurance |Portée : Etendue
380431445;GPM COURTAGE;34 BOULEVARD DE COURCELLES ;75017;PARIS;6622Z Activités auxiliaires d'assurance et de caisses de retraite;SALARIE;Etendue;34 BOULEVARD DE COURCELLES  75017 PARIS;34 BOULEVARD DE COURCELLES  75017 PARIS;48.880854;2.311113;GPM COURTAGE;SIREN : 380431445 | NAF : 6622Z Activités auxiliaires d'assurance et de caisses de retraite |Portée : Etendue
507648087;PANACEA ASSURANCES;34 BOULEVARD DE COURCELLES ;75017;PARIS;6512Z Assurance;SALARIE;Etendue;34 BOULEVARD DE COURCELLES  75017 PARIS;34 BOULEVARD DE COURCELLES  75017 PARIS;48.880854;2.311113;PANACEA ASSURANCES;SIREN : 507648087 | NAF : 6512Z Assurance |Portée : Etendue
491326757;MOTORS REGIE;26 BOULEVARD DES BATIGNOLLES ;75017;PARIS;744B Publicité;SALARIE;Etendue;26 BOULEVARD DES BATIGNOLLES  75017 PARIS;26 BOULEVARD DES BATIGNOLLES  75017 PARIS;48.883301;2.324663;MOTORS REGIE;SIREN : 491326757 | NAF : 744B Publicité |Portée : Etendue
632059052;CAISSE CENTRALE DU CREDIT MUTUEL;88 RUE CARDINET ;75017;PARIS;6419Z Intermédiation monétaire;SALARIE;Etendue;88 RUE CARDINET  75017 PARIS;88 RUE CARDINET  75017 PARIS;48.884608;2.309925;CAISSE CENTRALE DU CREDIT MUTUEL;SIREN : 632059052 | NAF : 6419Z Intermédiation monétaire |Portée : Etendue
443975735;SDEL TERTIAIRE;11 RUE DU GENERAL LECLERC IMMEUBLE LINEA- M ETAGE EST;92800;PUTEAUX;4321A Travaux d'installation électrique, plomberie et autres travaux d'installation;SALARIE;Etendue;11 RUE DU GENERAL LECLERC IMMEUBLE LINEA- M ETAGE EST 92800 PUTEAUX;11 RUE DU GENERAL LECLERC IMMEUBLE LINEA- M ETAGE EST 92800 PUTEAUX;48.884748;2.23964;SDEL TERTIAIRE;SIREN : 443975735 | NAF : 4321A Travaux d'installation électrique, plomberie et autres travaux d'installation |Portée : Etendue
405166117;SARL HOTEL AMPERE;102 AVENUE DE VILLIERS ;75017;PARIS;5510Z Hôtels et hébergement similaire;SALARIE;Etendue;102 AVENUE DE VILLIERS  75017 PARIS;102 AVENUE DE VILLIERS  75017 PARIS;48.884858;2.299702;SARL HOTEL AMPERE;SIREN : 405166117 | NAF : 5510Z Hôtels et hébergement similaire |Portée : Etendue
751190265;CREDIT MARKET;268 RUE DE BREMENT ;93110;ROSNY SOUS BOIS;6619B Activités auxiliaires de services financiers, hors assurance et caisses de retraite;SALARIE;Etendue;268 RUE DE BREMENT  93110 ROSNY SOUS BOIS;268 RUE DE BREMENT  93110 ROSNY SOUS BOIS;48.88656;2.471839;CREDIT MARKET;SIREN : 751190265 | NAF : 6619B Activités auxiliaires de services financiers, hors assurance et caisses de retraite |Portée : Etendue
443977772;VINCI ENERGIES IDF TERTIAIRE;64 AVENUE DE COLMAR ;92565;RUEIL MALMAISON;6420Z Activités des sociétés holding;SALARIE;Etendue;64 AVENUE DE COLMAR  92565 RUEIL MALMAISON;64 AVENUE DE COLMAR  92565 RUEIL MALMAISON;48.887155;2.174757;VINCI ENERGIES IDF TERTIAIRE;SIREN : 443977772 | NAF : 6420Z Activités des sociétés holding |Portée : Etendue
489967687;EDF PRODUCTION ELECTRIQUE INSULAIRE;TOUR WINTERTHUR 102 TERRASSE BOIELDIEU;92085;PARIS LA DEFENSE CEDEX;3511Z Production, transport et distribution d'électricité;SALARIE;Etendue;TOUR WINTERTHUR 102 TERRASSE BOIELDIEU 92085 PARIS LA DEFENSE CEDEX;TOUR WINTERTHUR 102 TERRASSE BOIELDIEU 92085 PARIS LA DEFENSE CEDEX;48.889278;2.238921;EDF PRODUCTION ELECTRIQUE INSULAIRE;SIREN : 489967687 | NAF : 3511Z Production, transport et distribution d'électricité |Portée : Etendue
;OLIVIER MORIN NOTAIRE;15, RUE DU CASTEL MARLY - BP647 ;92006;NANTERRE CEDEX;6910Z Activités juridiques;SALARIE;Etendue;15, RUE DU CASTEL MARLY - BP647  92006 NANTERRE CEDEX;15, RUE DU CASTEL MARLY 92006 NANTERRE CEDEX;48.889282;2.195906;OLIVIER MORIN NOTAIRE;SIREN :  | NAF : 6910Z Activités juridiques |Portée : Etendue
491145512;CENTRE RSI ILE DE FRANCE CENTRE;141 RUE DE SAUSSURE CS 70021;75847;PARIS CEDEX 17;8430A Sécurité sociale obligatoire;SALARIE;Etendue;141 RUE DE SAUSSURE CS 70021 75847 PARIS CEDEX 17;141 RUE DE SAUSSURE  75847 PARIS;48.889593;2.306434;CENTRE RSI ILE DE FRANCE CENTRE;SIREN : 491145512 | NAF : 8430A Sécurité sociale obligatoire |Portée : Etendue
491119954;CAISSE REGIME SOCIAL DES INDEPENDANTS ILE DE FRANCE OUEST;2 RUE VOLTAIRE ;92532;LEVALLOIS PERRET CEDEX;8430A Sécurité sociale obligatoire;SALARIE;Etendue;2 RUE VOLTAIRE  92532 LEVALLOIS PERRET CEDEX;2 RUE VOLTAIRE  92532 LEVALLOIS PERRET CEDEX;48.890405;2.280395;CAISSE REGIME SOCIAL DES INDEPENDANTS ILE DE FRANCE OUEST;SIREN : 491119954 | NAF : 8430A Sécurité sociale obligatoire |Portée : Etendue
344736533;JETEC INGENIERIE;8 RUE SAINTE CLAIRE DEVILLE ;92563;RUEIL MALMAISON;7112B Activités d'architecture et d'ingénierie;SALARIE;Etendue;8 RUE SAINTE CLAIRE DEVILLE  92563 RUEIL MALMAISON;8 RUE SAINTE CLAIRE DEVILLE  92563 RUEIL MALMAISON;48.892333;2.1738;JETEC INGENIERIE;SIREN : 344736533 | NAF : 7112B Activités d'architecture et d'ingénierie |Portée : Etendue
514610484;QARSON;16, RUE LOUIS MARTIN ;77400;THORIGNY-SUR-MARNE;4511Z Commerce de véhicules automobiles;SALARIE;Etendue;16, RUE LOUIS MARTIN  77400 THORIGNY-SUR-MARNE;16, RUE LOUIS MARTIN  77400 THORIGNY-SUR-MARNE;48.893775;2.711311;QARSON;SIREN : 514610484 | NAF : 4511Z Commerce de véhicules automobiles |Portée : Etendue
488024837;GIE AMAE;42 AVENUE DE BOBIGNY ;93130;NOISY LE SEC;6622Z Activités auxiliaires d'assurance et de caisses de retraite;SALARIE;Partielle;42 AVENUE DE BOBIGNY  93130 NOISY LE SEC;42 AVENUE DE BOBIGNY  93130 NOISY LE SEC;48.894731;2.446722;GIE AMAE;SIREN : 488024837 | NAF : 6622Z Activités auxiliaires d'assurance et de caisses de retraite |Portée : Partielle
775733835;MAJ;9 RUE DU GENERAL COMPANS ;93507;PANTIN;7729Z Location et location-bail de biens personnels et domestiques;SALARIE;Etendue;9 RUE DU GENERAL COMPANS  93507 PANTIN;9 RUE DU GENERAL COMPANS  93507 PANTIN;48.897653;2.397893;MAJ;SIREN : 775733835 | NAF : 7729Z Location et location-bail de biens personnels et domestiques |Portée : Etendue
423323864;L'ENCHANTEUR;113 RUE VICTOR HUGO ;92300;LEVALLOIS-PERRET;7022Z Conseil de gestion;SALARIE;Générale;113 RUE VICTOR HUGO  92300 LEVALLOIS-PERRET;113 RUE VICTOR HUGO  92300 LEVALLOIS-PERRET;48.897913;2.294264;L'ENCHANTEUR;SIREN : 423323864 | NAF : 7022Z Conseil de gestion |Portée : Générale
394816508;GIE REUNICA;154, RUE ANATOLE FRANCE ;92300;LEVALLOIS-PERRET;8299Z Activités de soutien aux entreprises n.c.a.;SALARIE;Etendue;154, RUE ANATOLE FRANCE  92300 LEVALLOIS-PERRET;154, RUE ANATOLE FRANCE  92300 LEVALLOIS-PERRET;48.898731;2.279624;GIE REUNICA;SIREN : 394816508 | NAF : 8299Z Activités de soutien aux entreprises n.c.a. |Portée : Etendue
775728835;REUNI RETRAITE CADRE;154, RUE ANATOLE FRANCE ;92300;LEVALLOIS PERRET;8430A Sécurité sociale obligatoire;SALARIE;Etendue;154, RUE ANATOLE FRANCE  92300 LEVALLOIS PERRET;154, RUE ANATOLE FRANCE  92300 LEVALLOIS PERRET;48.898731;2.279624;REUNI RETRAITE CADRE;SIREN : 775728835 | NAF : 8430A Sécurité sociale obligatoire |Portée : Etendue
490608486;REUNI RETRAITE SALARIES;154, RUE ANATOLE FRANCE ;92300;LEVALLOIS PERRET;9412Z Activités des organisations économiques, patronales et professionnelles;SALARIE;Etendue;154, RUE ANATOLE FRANCE  92300 LEVALLOIS PERRET;154, RUE ANATOLE FRANCE  92300 LEVALLOIS PERRET;48.898731;2.279624;REUNI RETRAITE SALARIES;SIREN : 490608486 | NAF : 9412Z Activités des organisations économiques, patronales et professionnelles |Portée : Etendue
432836849;REUNICA MUTUELLE;154, RUE ANATOLE FRANCE ;92300;LEVALLOIS PERRET;6512Z Assurance;SALARIE;Etendue;154, RUE ANATOLE FRANCE  92300 LEVALLOIS PERRET;154, RUE ANATOLE FRANCE  92300 LEVALLOIS PERRET;48.898731;2.279624;REUNICA MUTUELLE;SIREN : 432836849 | NAF : 6512Z Assurance |Portée : Etendue
341334795;REUNICA PREVOYANCE;154 RUE ANATOLE FRANCE ;92599;LEVALLOIS PERRET CEDEX;753B Sécurité sociale obligatoire;SALARIE;Etendue;154 RUE ANATOLE FRANCE  92599 LEVALLOIS PERRET CEDEX;154 RUE ANATOLE FRANCE  92599 LEVALLOIS PERRET CEDEX;48.898731;2.279624;REUNICA PREVOYANCE;SIREN : 341334795 | NAF : 753B Sécurité sociale obligatoire |Portée : Etendue
449921840;SAS VILLADELLES;154, RUE ANATOLE FRANCE ;92300;LEVALLOIS;5510Z Hôtels et hébergement similaire;SALARIE;Etendue;154, RUE ANATOLE FRANCE  92300 LEVALLOIS;154, RUE ANATOLE FRANCE  92300 LEVALLOIS;48.898731;2.279624;SAS VILLADELLES;SIREN : 449921840 | NAF : 5510Z Hôtels et hébergement similaire |Portée : Etendue
514254051;CREPSA;6 RUE EMILE REYNAUD ;75926;PARIS CEDEX 9;8899B Autre action sociale sans hébergement;SALARIE;Etendue;6 RUE EMILE REYNAUD  75926 PARIS CEDEX 9;6 RUE EMILE REYNAUD  75926 PARIS CEDEX 9;48.901193;2.388737;CREPSA;SIREN : 514254051 | NAF : 8899B Autre action sociale sans hébergement |Portée : Etendue
497509315;IRICASA;6 RUE EMILE REYNAUD ;75926;PARIS CEDEX 19;6530Z Caisses de retraite;SALARIE;Etendue;6 RUE EMILE REYNAUD  75926 PARIS CEDEX 19;6 RUE EMILE REYNAUD  75926 PARIS CEDEX 19;48.901193;2.388737;IRICASA;SIREN : 497509315 | NAF : 6530Z Caisses de retraite |Portée : Etendue
414015065;PREVAAL;6 RUE EMILE REYNAUD ;75926;PARIS CEDEX 19;9499Z Activités des autres organisations associatives;SALARIE;Etendue;6 RUE EMILE REYNAUD  75926 PARIS CEDEX 19;6 RUE EMILE REYNAUD  75926 PARIS CEDEX 19;48.901193;2.388737;PREVAAL;SIREN : 414015065 | NAF : 9499Z Activités des autres organisations associatives |Portée : Etendue
784205270;URCREP;6 RUE EMILE REYNAUD ;75926;PARIS CEDEX 19;8430B Sécurité sociale obligatoire;SALARIE;Etendue;6 RUE EMILE REYNAUD  75926 PARIS CEDEX 19;6 RUE EMILE REYNAUD  75926 PARIS CEDEX 19;48.901193;2.388737;URCREP;SIREN : 784205270 | NAF : 8430B Sécurité sociale obligatoire |Portée : Etendue
442413480;HORIZON;107 BOULEVARD DE VERDUN ;82400;COURBEVOIE;4511Z Commerce de véhicules automobiles;SALARIE;Etendue;107 BOULEVARD DE VERDUN  82400 COURBEVOIE;107 BOULEVARD DE VERDUN  82400 COURBEVOIE;48.902176;2.257672;HORIZON;SIREN : 442413480 | NAF : 4511Z Commerce de véhicules automobiles |Portée : Etendue
403480049;TUNZINI;66 ROUTE DE SARTROUVILLE PARC DES ERABLES - BAT. 4;78232;LE PECQ CEDEX;4322B Travaux d'installation électrique, plomberie et autres travaux d'installation;SALARIE;Etendue;66 ROUTE DE SARTROUVILLE PARC DES ERABLES - BAT. 4 78232 LE PECQ CEDEX;66 ROUTE DE SARTROUVILLE  78232 LE PECQ CEDEX;48.903743;2.115085;TUNZINI;SIREN : 403480049 | NAF : 4322B Travaux d'installation électrique, plomberie et autres travaux d'installation |Portée : Etendue
421295007;CGFP;105, RUE DE PARIS ;93130;NOISY LE SEC;4674A Autres commerces de gros spécialisés;SALARIE;Etendue;105, RUE DE PARIS  93130 NOISY LE SEC;105, RUE DE PARIS  93130 NOISY LE SEC;48.903991;2.467833;CGFP;SIREN : 421295007 | NAF : 4674A Autres commerces de gros spécialisés |Portée : Etendue
333192920;QUINCAILLERIE DARMON;68, AVENUE DU PRESIDENT WILSON ;93210;LA PLAINE SAINT DENIS;4674A Autres commerces de gros spécialisés;SALARIE;Etendue;68, AVENUE DU PRESIDENT WILSON  93210 LA PLAINE SAINT DENIS;68, AVENUE DU PRESIDENT WILSON  93210 LA PLAINE SAINT DENIS;48.904975;2.359206;QUINCAILLERIE DARMON;SIREN : 333192920 | NAF : 4674A Autres commerces de gros spécialisés |Portée : Etendue
323790956;ALTAVIA PARIS;10 RIE BLANQUI ;93400;SAINT OUEN;7311Z Publicité;SALARIE;Etendue;10 RIE BLANQUI  93400 SAINT OUEN;10 RIE BLANQUI  93400 SAINT OUEN;48.907196;2.339763;ALTAVIA PARIS;SIREN : 323790956 | NAF : 7311Z Publicité |Portée : Etendue
432305936;MAITRE TURPAULT FREDERIQUE NOTAIRE;219 AV JEAN JAURES ;93000;BOBIGNY;6910Z Activités juridiques;SALARIE;Etendue;219 AV JEAN JAURES  93000 BOBIGNY;219 AV JEAN JAURES  93000 BOBIGNY;48.910705;2.436826;MAITRE TURPAULT FREDERIQUE NOTAIRE;SIREN : 432305936 | NAF : 6910Z Activités juridiques |Portée : Etendue
383355328;SDEL VIDEO TELCOM;1 RUE DES BLES ;93210;LA PLAINE SAINT DENIS;4321A Travaux d'installation électrique, plomberie et autres travaux d'installation;SALARIE;Etendue;1 RUE DES BLES  93210 LA PLAINE SAINT DENIS;1 RUE DES BLES  93210 LA PLAINE SAINT DENIS;48.91277;2.361835;SDEL VIDEO TELCOM;SIREN : 383355328 | NAF : 4321A Travaux d'installation électrique, plomberie et autres travaux d'installation |Portée : Etendue
491459749;SOCIETE D'EXPLOITATION DE L'AUTOROUTE A14;ROUTE DE SARTROUVILLE ;78360;MONTESSON;5221Z Services auxiliaires des transports;SALARIE;Etendue;ROUTE DE SARTROUVILLE  78360 MONTESSON;ROUTE DE SARTROUVILLE  78360 MONTESSON;48.918409;2.153377;SOCIETE D'EXPLOITATION DE L'AUTOROUTE A14;SIREN : 491459749 | NAF : 5221Z Services auxiliaires des transports |Portée : Etendue
722045713;ARCELOR MITTAL LOGISTICS FRANCE;1 A 5 RUE LUIGI CHERUBINI ;93212;LA PLAINE SAINT DENIS CEDEX;5229B Services auxiliaires des transports;SALARIE;Générale;1 A 5 RUE LUIGI CHERUBINI  93212 LA PLAINE SAINT DENIS CEDEX;1 A 5 RUE LUIGI CHERUBINI  93212 LA PLAINE SAINT DENIS CEDEX;48.918951;2.351971;ARCELOR MITTAL LOGISTICS FRANCE;SIREN : 722045713 | NAF : 5229B Services auxiliaires des transports |Portée : Générale
382720373;ARCELORMITTAL TREASURY;5 RUE LUIGI CHERUBINI ;93212;LA PLAINE SAINT DENIS CEDEX;8299Z Activités de soutien aux entreprises n.c.a.;SALARIE;Etendue;5 RUE LUIGI CHERUBINI  93212 LA PLAINE SAINT DENIS CEDEX;5 RUE LUIGI CHERUBINI  93212 LA PLAINE SAINT DENIS CEDEX;48.918951;2.351971;ARCELORMITTAL TREASURY;SIREN : 382720373 | NAF : 8299Z Activités de soutien aux entreprises n.c.a. |Portée : Etendue
322233495;CYWIE ALAIN NOTAIRES;49 AVENUE CHANDON ;92230;GENNEVILLIERS;6910Z Activités juridiques;SALARIE;Etendue;49 AVENUE CHANDON  92230 GENNEVILLIERS;49 AVENUE CHANDON  92230 GENNEVILLIERS;48.922622;2.29864;CYWIE ALAIN NOTAIRES;SIREN : 322233495 | NAF : 6910Z Activités juridiques |Portée : Etendue
413443052;SANTERNE IDF;5 BOULEVARD EDGARD QUINET ;92700;COLOMBES;4321A Travaux d'installation électrique, plomberie et autres travaux d'installation;SALARIE;Etendue;5 BOULEVARD EDGARD QUINET  92700 COLOMBES;5 BOULEVARD EDGARD QUINET  92700 COLOMBES;48.924022;2.250311;SANTERNE IDF;SIREN : 413443052 | NAF : 4321A Travaux d'installation électrique, plomberie et autres travaux d'installation |Portée : Etendue
341203875;GRENELLE SERVICE;10 RUE DES CHAMPS FOURGONS BP 62 PORT DE GENNEVILLIERS;92233;GENNEVILLIERS;7729Z Location et location-bail de biens personnels et domestiques;SALARIE;Etendue;10 RUE DES CHAMPS FOURGONS BP 62 PORT DE GENNEVILLIERS 92233 GENNEVILLIERS;10 RUE DES CHAMPS FOURGONS BP 62 PORT DE GENNEVILLIERS 92233 GENNEVILLIERS;48.925525;2.293275;GRENELLE SERVICE;SIREN : 341203875 | NAF : 7729Z Location et location-bail de biens personnels et domestiques |Portée : Etendue
494804438;ROHM AND HAAS EUROPE TRADING APS;SUCCURSALE FRANCAISE, 23 AVENUE JULES RIMET ;93210;LA PLAINSE SAINT DENIS;8299Z Activités de soutien aux entreprises n.c.a.;SALARIE;Etendue;SUCCURSALE FRANCAISE, 23 AVENUE JULES RIMET  93210 LA PLAINSE SAINT DENIS;SUCCURSALE FRANCAISE, 23 AVENUE JULES RIMET  93210 LA PLAINSE SAINT DENIS;48.936181;2.357443;ROHM AND HAAS EUROPE TRADING APS;SIREN : 494804438 | NAF : 8299Z Activités de soutien aux entreprises n.c.a. |Portée : Etendue
508379237;BOKOBZA GRABARZ NICOLE NOTAIRE;124 AVENUE DE LA DIVISION LECLERC ;93350;LE BOURGET;6910Z Activités juridiques;SALARIE;Etendue;124 AVENUE DE LA DIVISION LECLERC  93350 LE BOURGET;124 AVENUE DE LA DIVISION LECLERC  93350 LE BOURGET;48.939312;2.430795;BOKOBZA GRABARZ NICOLE NOTAIRE;SIREN : 508379237 | NAF : 6910Z Activités juridiques |Portée : Etendue
403237167;CENTRE E LECLERC GEFICAR;RUE DE LA REINE BLANCHE ;78955;CARRIERES SOUS POISSY;521F Commerce de détail en magasin non spécialisé;SALARIE;Etendue;RUE DE LA REINE BLANCHE  78955 CARRIERES SOUS POISSY;RUE DE LA REINE BLANCHE  78955 CARRIERES SOUS POISSY;48.940503;2.030927;CENTRE E LECLERC GEFICAR;SIREN : 403237167 | NAF : 521F Commerce de détail en magasin non spécialisé |Portée : Etendue
572165652;GSM;LES TECHNODES BP 02;78930;GUERVILLE;2351Z Fabrication de ciment, chaux et plâtre;SALARIE;Etendue;LES TECHNODES BP 02 78930 GUERVILLE;LES TECHNODES BP 02 78930 GUERVILLE;48.944263;1.735422;GSM;SIREN : 572165652 | NAF : 2351Z Fabrication de ciment, chaux et plâtre |Portée : Etendue
642016166;UNIBETON;LES TECHNODES BP 2 ;78930;GUERVILLE;2363Z Fabrication d'ouvrages en béton, en ciment ou en plâtre;SALARIE;Etendue;LES TECHNODES BP 2  78930 GUERVILLE;LES TECHNODES BP 2  78930 GUERVILLE;48.944263;1.735422;UNIBETON;SIREN : 642016166 | NAF : 2363Z Fabrication d'ouvrages en béton, en ciment ou en plâtre |Portée : Etendue
523889236;GTIE INDUSTRIE;26 RUE CHARLES EDOUARD JEANNERET ;78306;POISSY CEDEX;4321B Travaux d'installation électrique, plomberie et autres travaux d'installation;SALARIE;Etendue;26 RUE CHARLES EDOUARD JEANNERET  78306 POISSY CEDEX;26 RUE CHARLES EDOUARD JEANNERET  78306 POISSY CEDEX;48.945446;2.063307;GTIE INDUSTRIE;SIREN : 523889236 | NAF : 4321B Travaux d'installation électrique, plomberie et autres travaux d'installation |Portée : Etendue
383277233;THIMEAU;Z.I NORD EXTENSION OUEST 13 RUE ISAAC NEWTON;77100;MEAUX;7729Z Location et location-bail de biens personnels et domestiques;SALARIE;Etendue;Z.I NORD EXTENSION OUEST 13 RUE ISAAC NEWTON 77100 MEAUX;Z.I NORD EXTENSION OUEST 13 RUE ISAAC NEWTON 77100 MEAUX;48.956202;2.888466;THIMEAU;SIREN : 383277233 | NAF : 7729Z Location et location-bail de biens personnels et domestiques |Portée : Etendue
654800689;CIMENTS CALCIA;RUE DES TECHNODES ;78930;GUERVILLE;2351Z Fabrication de ciment, chaux et plâtre;SALARIE;Etendue;RUE DES TECHNODES  78930 GUERVILLE;RUE DES TECHNODES  78930 GUERVILLE;48.961804;1.733617;CIMENTS CALCIA;SIREN : 654800689 | NAF : 2351Z Fabrication de ciment, chaux et plâtre |Portée : Etendue
585595737;AEGERTER-OLIVIER CHESNEL NOTTET NOTAIRES;9 RUE DE PARIS ;93380;PIERREFITTE SUR SEINE;741A Activités juridiques, comptables et de conseil de gestion;SALARIE;Etendue;9 RUE DE PARIS  93380 PIERREFITTE SUR SEINE;9 RUE DE PARIS  93380 PIERREFITTE SUR SEINE;48.963699;2.359588;AEGERTER-OLIVIER CHESNEL NOTTET NOTAIRES;SIREN : 585595737 | NAF : 741A Activités juridiques, comptables et de conseil de gestion |Portée : Etendue
304142110;APC GESTION RETRAITE ET PREVOYANCE;2 AV DU 8 MAI 1945 ;95200;SARCELLES;8430B Sécurité sociale obligatoire;SALARIE;Etendue;2 AV DU 8 MAI 1945  95200 SARCELLES;2 AV DU 8 MAI 1945  95200 SARCELLES;48.97705;2.375555;APC GESTION RETRAITE ET PREVOYANCE;SIREN : 304142110 | NAF : 8430B Sécurité sociale obligatoire |Portée : Etendue
321570210;GROUPEMENT DE PARTENARIAT ADMINISTRATIFS;2 AVENUE DU 8 MAI 1945 ;95200;SARCELLES;8299Z Activités de soutien aux entreprises n.c.a.;SALARIE;Etendue;2 AVENUE DU 8 MAI 1945  95200 SARCELLES;2 AVENUE DU 8 MAI 1945  95200 SARCELLES;48.97705;2.375555;GROUPEMENT DE PARTENARIAT ADMINISTRATIFS;SIREN : 321570210 | NAF : 8299Z Activités de soutien aux entreprises n.c.a. |Portée : Etendue
342993714;FTL COTEAUX DE SEINE;28 AVENUE DE LA REPUBLIQUE ;78200;MANTES LA JOLIE;6832A Activités immobilières pour compte de tiers;SALARIE;Etendue;28 AVENUE DE LA REPUBLIQUE  78200 MANTES LA JOLIE;28 AVENUE DE LA REPUBLIQUE  78200 MANTES LA JOLIE;48.990147;1.711407;FTL COTEAUX DE SEINE;SIREN : 342993714 | NAF : 6832A Activités immobilières pour compte de tiers |Portée : Etendue
612030155;BFL;ZI 6, RUE DE LA BRIQUETERIE;95380;LOUVRES;4669B Commerce de gros d'autres équipements industriels;SALARIE;Etendue;ZI 6, RUE DE LA BRIQUETERIE 95380 LOUVRES;ZI 6, RUE DE LA BRIQUETERIE 95380 LOUVRES;49.048944;2.493975;BFL;SIREN : 612030155 | NAF : 4669B Commerce de gros d'autres équipements industriels |Portée : Etendue
434707931;TRANSDEXIS;6, RUE DE LA BRIQUETERRIE ;95830;LOUVRES;4674A Autres commerces de gros spécialisés;SALARIE;Etendue;6, RUE DE LA BRIQUETERRIE  95830 LOUVRES;6, RUE DE LA BRIQUETERRIE  95830 LOUVRES;49.048944;2.493975;TRANSDEXIS;SIREN : 434707931 | NAF : 4674A Autres commerces de gros spécialisés |Portée : Etendue
320734858;LOVETRA;4 AVENUE DU VERT GALANT ;95310;SAINT OUEN L'AUMONE;7729Z Location et location-bail de biens personnels et domestiques;SALARIE;Etendue;4 AVENUE DU VERT GALANT  95310 SAINT OUEN L'AUMONE;4 AVENUE DU VERT GALANT  95310 SAINT OUEN L'AUMONE;49.054457;2.129631;LOVETRA;SIREN : 320734858 | NAF : 7729Z Location et location-bail de biens personnels et domestiques |Portée : Etendue
438352007;Céobus;35 rue des Fossettes ;95650;GENICOURT;4939A Autres transports terrestres de voyageurs;SALARIE;Générale;35 rue des Fossettes  95650 GENICOURT;35 rue des Fossettes  95650 GENICOURT;49.084578;2.070383;Céobus;SIREN : 438352007 | NAF : 4939A Autres transports terrestres de voyageurs |Portée : Générale
306954736;Société de Mécanique Magnétique;2 RUE DES CHAMPS ;27950;SAINT MARCEL;316C Fabrication d'autres matériels électriques;SALARIE;Etendue;2 RUE DES CHAMPS  27950 SAINT MARCEL;2 RUE DES CHAMPS  27950 SAINT MARCEL;49.099301;1.455523;Société de Mécanique Magnétique;SIREN : 306954736 | NAF : 316C Fabrication d'autres matériels électriques |Portée : Etendue
414723544;GTIE ARDENNES;ZONE D'ACTIVITES ;8330;VIRGINIE AUX BOIS;4321A Travaux d'installation électrique, plomberie et autres travaux d'installation;SALARIE;Etendue;ZONE D'ACTIVITES  8330 VIRGINIE AUX BOIS;08330 VIRGINIE AUX BOIS;49.103511;6.241204;GTIE ARDENNES;SIREN : 414723544 | NAF : 4321A Travaux d'installation électrique, plomberie et autres travaux d'installation |Portée : Etendue
906180047;POLYCLINIQUE DE LA MANCHE;45 RUE DU GENERAL KOENIG ;50000;ST LO;8610Z Activités hospitalières;SALARIE;Etendue;45 RUE DU GENERAL KOENIG  50000 ST LO;45 RUE DU GENERAL KOENIG  50000 ST LO;49.114656;-1.06887;POLYCLINIQUE DE LA MANCHE;SIREN : 906180047 | NAF : 8610Z Activités hospitalières |Portée : Etendue
905680278;ETABLISSEMENTS LECOUFLE;1522, ROUTE DE PERIERS ;50180;AGNEAUX;4674A Autres commerces de gros spécialisés;SALARIE;Etendue;1522, ROUTE DE PERIERS  50180 AGNEAUX;1522, ROUTE DE PERIERS  50180 AGNEAUX;49.114946;-1.129005;ETABLISSEMENTS LECOUFLE;SIREN : 905680278 | NAF : 4674A Autres commerces de gros spécialisés |Portée : Etendue
